7:04 am,http://stocknessmonster.com/stock-quote?S=ZOR&E=ASX,ZOR,http://stocknessmonster.com/news-item?S=ZOR&E=ASX&N=847246,E Map Test
7:03 am,http://stocknessmonster.com/stock-quote?S=ZOR&E=ASX,ZOR,http://stocknessmonster.com/news-item?S=ZOR&E=ASX&N=847247,MAP Test
